Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Marzo,Abril
2017,15,México,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,8,17
2017,15,México,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,6677,5941
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,89,80
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,5,9
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,9,9
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,2,2
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,3
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,43,50
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,20,20
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,19,27
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,48,61
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,31,35
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,165,191
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,136,205
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,1,0
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,35,55
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,10,7
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,11,10
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,0
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,3,1
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,3
2017,16,Michoacán de Ocampo,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,2,1
2017,16,Michoacán de Ocampo,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,3,2
2017,16,Michoacán de Ocampo,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2017,16,Michoacán de Ocampo,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2017,16,Michoacán de Ocampo,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2017,16,Michoacán de Ocampo,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2017,16,Michoacán de Ocampo,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2017,16,Michoacán de Ocampo,Libertad personal,Rapto,Rapto,Rapto,0,0
2017,16,Michoacán de Ocampo,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,28,26
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,19,15
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,9,3
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,22,21
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,6,4
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2017,16,Michoacán de Ocampo,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,6,2
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a casa habitación,Con violencia,16,37
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,153,127
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,249,172
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,352,383
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,54,43
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,83,107
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de autopartes,Con violencia,6,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de autopartes,Sin violencia,32,2
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a transportista,Con violencia,50,70
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a transportista,Sin violencia,20,24
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,48,54
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,30,23
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,8,3
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,5,3
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo en transporte público individual,Con violencia,5,2
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,1,5
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,13,10
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,2,3
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,1
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a institución bancaria,Con violencia,2,5
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,1
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a negocio,Con violencia,49,62
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo a negocio,Sin violencia,81,51
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de ganado,Con violencia,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de ganado,Sin violencia,11,6
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,2,3
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,3,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",1,0
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Otros robos,Con violencia,40,62
2017,16,Michoacán de Ocampo,El patrimonio,Robo,Otros robos,Sin violencia,97,142
2017,16,Michoacán de Ocampo,El patrimonio,Fraude,Fraude,Fraude,68,62
2017,16,Michoacán de Ocampo,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,27,20
2017,16,Michoacán de Ocampo,El patrimonio,Extorsión,Extorsión,Extorsión,0,0
2017,16,Michoacán de Ocampo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,146,160
2017,16,Michoacán de Ocampo,El patrimonio,Despojo,Despojo,Despojo,29,34
2017,16,Michoacán de Ocampo,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0
2017,16,Michoacán de Ocampo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,85,70
2017,16,Michoacán de Ocampo,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2017,16,Michoacán de Ocampo,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,7,1
2017,16,Michoacán de Ocampo,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0
2017,16,Michoacán de Ocampo,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,2
2017,16,Michoacán de Ocampo,La sociedad,Trata de personas,Trata de personas,Trata de personas,2,0
2017,16,Michoacán de Ocampo,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,1
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,138,141
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,56,145
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,17,19
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,6,8
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,9,12
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,14,10
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,28,29
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2017,16,Michoacán de Ocampo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,159,178
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,28,36
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,7,6
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,24,16
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,17,18
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0
2017,17,Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,238,148
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0
2017,17,Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,193,249
2017,17,Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2017,17,Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,1
2017,17,Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,2,3
2017,17,Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2017,17,Morelos,La vida y la Integridad corporal,Aborto,Aborto,Aborto,4,3
2017,17,Morelos,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,22,20
2017,17,Morelos,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0
2017,17,Morelos,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2017,17,Morelos,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2017,17,Morelos,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2017,17,Morelos,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,4,2
2017,17,Morelos,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2017,17,Morelos,Libertad personal,Rapto,Rapto,Rapto,1,0
2017,17,Morelos,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,28,15
2017,17,Morelos,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,45,45
2017,17,Morelos,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0
2017,17,Morelos,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,4,10
2017,17,Morelos,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,23,34
2017,17,Morelos,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,1
2017,17,Morelos,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2017,17,Morelos,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,10,8
2017,17,Morelos,El patrimonio,Robo,Robo a casa habitación,Con violencia,22,27
2017,17,Morelos,El patrimonio,Robo,Robo a casa habitación,Sin violencia,179,199
2017,17,Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,75,83
2017,17,Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,135,118
2017,17,Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,11,17
2017,17,Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,35,46
2017,17,Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de autopartes,Sin violencia,127,129
2017,17,Morelos,El patrimonio,Robo,Robo a transportista,Con violencia,67,49
2017,17,Morelos,El patrimonio,Robo,Robo a transportista,Sin violencia,7,6
2017,17,Morelos,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,87,87
2017,17,Morelos,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,15,16
2017,17,Morelos,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,5,4
2017,17,Morelos,El patrimonio,Robo,Robo en transporte público individual,Con violencia,6,7
2017,17,Morelos,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,3,1
2017,17,Morelos,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,13,13
2017,17,Morelos,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,2,4
2017,17,Morelos,El patrimonio,Robo,Robo en transporte individual,Con violencia,12,16
2017,17,Morelos,El patrimonio,Robo,Robo en transporte individual,Sin violencia,55,18
2017,17,Morelos,El patrimonio,Robo,Robo a institución bancaria,Con violencia,2,0
2017,17,Morelos,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,2,0
2017,17,Morelos,El patrimonio,Robo,Robo a negocio,Con violencia,88,60
2017,17,Morelos,El patrimonio,Robo,Robo a negocio,Sin violencia,82,58
2017,17,Morelos,El patrimonio,Robo,Robo de ganado,Con violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de ganado,Sin violencia,7,8
2017,17,Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2017,17,Morelos,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2017,17,Morelos,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",34,0
2017,17,Morelos,El patrimonio,Robo,Otros robos,Con violencia,73,19
2017,17,Morelos,El patrimonio,Robo,Otros robos,Sin violencia,413,455
2017,17,Morelos,El patrimonio,Fraude,Fraude,Fraude,158,85
2017,17,Morelos,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,48,61
2017,17,Morelos,El patrimonio,Extorsión,Extorsión,Extorsión,3,4
2017,17,Morelos,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,269,213
2017,17,Morelos,El patrimonio,Despojo,Despojo,Despojo,97,86
2017,17,Morelos,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,21,20
2017,17,Morelos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,459,423
2017,17,Morelos,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2017,17,Morelos,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,21,28
2017,17,Morelos,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,21,21
2017,17,Morelos,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,7,3
2017,17,Morelos,La sociedad,Trata de personas,Trata de personas,Trata de personas,2,0
2017,17,Morelos,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,1,0
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,54,61
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,337,337
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,35,29
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,1
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,3,6
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,15,20
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,1,0
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,6,4
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2017,17,Morelos,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,184,130
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,6,4
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,1
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,0
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,4
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,2,2
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,3,2
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,6,2
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,2
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,1
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,2,1
2017,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,5,2
2017,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0
2017,18,Nayarit,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0
2017,18,Nayarit,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0
2017,18,Nayarit,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2017,18,Nayarit,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2017,18,Nayarit,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2017,18,Nayarit,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2017,18,Nayarit,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,2,0
2017,18,Nayarit,Libertad personal,Rapto,Rapto,Rapto,0,0
2017,18,Nayarit,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,2
2017,18,Nayarit,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0
2017,18,Nayarit,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0
2017,18,Nayarit,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0
2017,18,Nayarit,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,4,2
2017,18,Nayarit,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,1,1
2017,18,Nayarit,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2017,18,Nayarit,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,5,3
2017,18,Nayarit,El patrimonio,Robo,Robo a casa habitación,Con violencia,2,0
2017,18,Nayarit,El patrimonio,Robo,Robo a casa habitación,Sin violencia,9,6
2017,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,14,9
2017,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,1,3
2017,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,5,1
2017,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,3
2017,18,Nayarit,El patrimonio,Robo,Robo a transportista,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0
